GEOID,NAME,variable,estimate,moe,year
51740,"Portsmouth city, Virginia",B19013_001,58972,1991,2023
51750,"Radford city, Virginia",B19013_001,52791,7790,2023
51760,"Richmond city, Virginia",B19013_001,62671,1684,2023
51770,"Roanoke city, Virginia",B19013_001,52671,2367,2023
51775,"Salem city, Virginia",B19013_001,66716,5519,2023
51790,"Staunton city, Virginia",B19013_001,62586,5319,2023
51800,"Suffolk city, Virginia",B19013_001,90089,3715,2023
51810,"Virginia Beach city, Virginia",B19013_001,90685,1693,2023
51820,"Waynesboro city, Virginia",B19013_001,56364,4872,2023
51830,"Williamsburg city, Virginia",B19013_001,70206,7102,2023
51840,"Winchester city, Virginia",B19013_001,64648,4489,2023
51001,"Accomack County, Virginia",B17001_002,5258,633,2010
51003,"Albemarle County, Virginia",B17001_002,7484,880,2010
51005,"Alleghany County, Virginia",B17001_002,1737,425,2010
51007,"Amelia County, Virginia",B17001_002,1246,363,2010
51009,"Amherst County, Virginia",B17001_002,4004,653,2010
51011,"Appomattox County, Virginia",B17001_002,1990,394,2010
51013,"Arlington County, Virginia",B17001_002,13556,1344,2010
51015,"Augusta County, Virginia",B17001_002,6293,1035,2010
51017,"Bath County, Virginia",B17001_002,491,313,2010
51019,"Bedford County, Virginia",B17001_002,5897,804,2010
51021,"Bland County, Virginia",B17001_002,734,344,2010
51023,"Botetourt County, Virginia",B17001_002,1783,417,2010
51025,"Brunswick County, Virginia",B17001_002,3132,747,2010
51027,"Buchanan County, Virginia",B17001_002,5143,706,2010
51029,"Buckingham County, Virginia",B17001_002,1881,561,2010
51031,"Campbell County, Virginia",B17001_002,6562,1014,2010
51033,"Caroline County, Virginia",B17001_002,2106,542,2010
51035,"Carroll County, Virginia",B17001_002,4657,695,2010
51036,"Charles City County, Virginia",B17001_002,699,187,2010
51037,"Charlotte County, Virginia",B17001_002,1985,424,2010
51041,"Chesterfield County, Virginia",B17001_002,17905,1903,2010
51043,"Clarke County, Virginia",B17001_002,1003,297,2010
51045,"Craig County, Virginia",B17001_002,364,239,2010
51047,"Culpeper County, Virginia",B17001_002,2929,564,2010
51049,"Cumberland County, Virginia",B17001_002,1583,448,2010
51051,"Dickenson County, Virginia",B17001_002,3028,616,2010
51053,"Dinwiddie County, Virginia",B17001_002,3193,606,2010
51057,"Essex County, Virginia",B17001_002,898,272,2010
51059,"Fairfax County, Virginia",B17001_002,53181,2754,2010
51061,"Fauquier County, Virginia",B17001_002,3438,708,2010
51063,"Floyd County, Virginia",B17001_002,2182,466,2010
51065,"Fluvanna County, Virginia",B17001_002,1827,523,2010
51067,"Franklin County, Virginia",B17001_002,7069,1019,2010
51069,"Frederick County, Virginia",B17001_002,5880,1053,2010
51071,"Giles County, Virginia",B17001_002,2538,513,2010
51073,"Gloucester County, Virginia",B17001_002,3385,723,2010
51075,"Goochland County, Virginia",B17001_002,1178,793,2010
51077,"Grayson County, Virginia",B17001_002,2431,485,2010
51079,"Greene County, Virginia",B17001_002,1509,545,2010
51081,"Greensville County, Virginia",B17001_002,1663,499,2010
51083,"Halifax County, Virginia",B17001_002,7147,928,2010
51085,"Hanover County, Virginia",B17001_002,4151,655,2010
51087,"Henrico County, Virginia",B17001_002,28357,1939,2010
51089,"Henry County, Virginia",B17001_002,9113,956,2010
51091,"Highland County, Virginia",B17001_002,211,104,2010
51093,"Isle of Wight County, Virginia",B17001_002,2843,661,2010
51095,"James City County, Virginia",B17001_002,4446,836,2010
51097,"King and Queen County, Virginia",B17001_002,908,323,2010
51099,"King George County, Virginia",B17001_002,1531,451,2010
51101,"King William County, Virginia",B17001_002,1176,444,2010
51103,"Lancaster County, Virginia",B17001_002,1110,357,2010
51105,"Lee County, Virginia",B17001_002,5170,754,2010
51107,"Loudoun County, Virginia",B17001_002,9137,1273,2010
51109,"Louisa County, Virginia",B17001_002,3224,611,2010
51111,"Lunenburg County, Virginia",B17001_002,1933,387,2010
51113,"Madison County, Virginia",B17001_002,1672,544,2010
51115,"Mathews County, Virginia",B17001_002,740,249,2010
51117,"Mecklenburg County, Virginia",B17001_002,5899,807,2010
51119,"Middlesex County, Virginia",B17001_002,1092,349,2010
51121,"Montgomery County, Virginia",B17001_002,18187,1185,2010
51125,"Nelson County, Virginia",B17001_002,1767,446,2010
51127,"New Kent County, Virginia",B17001_002,738,242,2010
51131,"Northampton County, Virginia",B17001_002,2311,377,2010
51133,"Northumberland County, Virginia",B17001_002,1352,423,2010
51135,"Nottoway County, Virginia",B17001_002,2621,638,2010
51137,"Orange County, Virginia",B17001_002,3109,583,2010
51139,"Page County, Virginia",B17001_002,3033,584,2010
51141,"Patrick County, Virginia",B17001_002,2652,573,2010
51143,"Pittsylvania County, Virginia",B17001_002,9440,955,2010
51145,"Powhatan County, Virginia",B17001_002,1007,265,2010
51147,"Prince Edward County, Virginia",B17001_002,3297,683,2010
51149,"Prince George County, Virginia",B17001_002,1997,540,2010
51153,"Prince William County, Virginia",B17001_002,19777,2004,2010
51155,"Pulaski County, Virginia",B17001_002,4950,789,2010
51157,"Rappahannock County, Virginia",B17001_002,754,262,2010
51159,"Richmond County, Virginia",B17001_002,894,274,2010
51161,"Roanoke County, Virginia",B17001_002,4550,644,2010
51163,"Rockbridge County, Virginia",B17001_002,2758,539,2010
51165,"Rockingham County, Virginia",B17001_002,7439,1026,2010
51167,"Russell County, Virginia",B17001_002,4931,798,2010
51169,"Scott County, Virginia",B17001_002,4190,551,2010
51171,"Shenandoah County, Virginia",B17001_002,3811,581,2010
51173,"Smyth County, Virginia",B17001_002,6030,651,2010
51175,"Southampton County, Virginia",B17001_002,2737,489,2010
51177,"Spotsylvania County, Virginia",B17001_002,8865,1383,2010
51179,"Stafford County, Virginia",B17001_002,4854,733,2010
51181,"Surry County, Virginia",B17001_002,461,158,2010
51183,"Sussex County, Virginia",B17001_002,2199,467,2010
51185,"Tazewell County, Virginia",B17001_002,7474,780,2010
51187,"Warren County, Virginia",B17001_002,3484,598,2010
51191,"Washington County, Virginia",B17001_002,7776,1068,2010
51193,"Westmoreland County, Virginia",B17001_002,1655,347,2010
51195,"Wise County, Virginia",B17001_002,7949,840,2010
51197,"Wythe County, Virginia",B17001_002,4405,767,2010
51199,"York County, Virginia",B17001_002,2466,541,2010
51510,"Alexandria city, Virginia",B17001_002,10295,1187,2010
51515,"Bedford city, Virginia",B17001_002,1012,390,2010
51520,"Bristol city, Virginia",B17001_002,4035,564,2010
51530,"Buena Vista city, Virginia",B17001_002,1352,410,2010
51540,"Charlottesville city, Virginia",B17001_002,10468,1530,2010
51550,"Chesapeake city, Virginia",B17001_002,14623,1467,2010
51570,"Colonial Heights city, Virginia",B17001_002,1292,346,2010
51580,"Covington city, Virginia",B17001_002,1114,308,2010
51590,"Danville city, Virginia",B17001_002,10186,842,2010
51595,"Emporia city, Virginia",B17001_002,1463,382,2010
51600,"Fairfax city, Virginia",B17001_002,1079,354,2010
51610,"Falls Church city, Virginia",B17001_002,546,197,2010
51620,"Franklin city, Virginia",B17001_002,1838,322,2010
51630,"Fredericksburg city, Virginia",B17001_002,3690,698,2010
51640,"Galax city, Virginia",B17001_002,2065,610,2010
51650,"Hampton city, Virginia",B17001_002,17040,1490,2010
51660,"Harrisonburg city, Virginia",B17001_002,12649,1256,2010
51670,"Hopewell city, Virginia",B17001_002,4477,655,2010
51678,"Lexington city, Virginia",B17001_002,1372,513,2010
51680,"Lynchburg city, Virginia",B17001_002,14796,1368,2010
51683,"Manassas city, Virginia",B17001_002,4810,1074,2010
51685,"Manassas Park city, Virginia",B17001_002,958,352,2010
51690,"Martinsville city, Virginia",B17001_002,3150,485,2010
51700,"Newport News city, Virginia",B17001_002,23417,1848,2010
51710,"Norfolk city, Virginia",B17001_002,36847,2138,2010
51720,"Norton city, Virginia",B17001_002,864,266,2010
51730,"Petersburg city, Virginia",B17001_002,6428,880,2010
51735,"Poquoson city, Virginia",B17001_002,592,176,2010
51740,"Portsmouth city, Virginia",B17001_002,14091,1042,2010
51750,"Radford city, Virginia",B17001_002,3877,567,2010
51760,"Richmond city, Virginia",B17001_002,48452,2059,2010
51770,"Roanoke city, Virginia",B17001_002,19627,1361,2010
51775,"Salem city, Virginia",B17001_002,2002,428,2010
51790,"Staunton city, Virginia",B17001_002,3417,621,2010
51800,"Suffolk city, Virginia",B17001_002,9109,928,2010
51810,"Virginia Beach city, Virginia",B17001_002,29122,2067,2010
51820,"Waynesboro city, Virginia",B17001_002,4034,778,2010
51830,"Williamsburg city, Virginia",B17001_002,1404,496,2010
51840,"Winchester city, Virginia",B17001_002,4321,849,2010
51001,"Accomack County, Virginia",B17001_002,6218,965,2011
51003,"Albemarle County, Virginia",B17001_002,8210,1107,2011
51005,"Alleghany County, Virginia",B17001_002,1747,425,2011
51007,"Amelia County, Virginia",B17001_002,1318,375,2011
51009,"Amherst County, Virginia",B17001_002,3581,550,2011
51011,"Appomattox County, Virginia",B17001_002,2430,486,2011
51013,"Arlington County, Virginia",B17001_002,14267,1260,2011
51015,"Augusta County, Virginia",B17001_002,6022,956,2011
51017,"Bath County, Virginia",B17001_002,597,369,2011
51019,"Bedford County, Virginia",B17001_002,6017,883,2011
51021,"Bland County, Virginia",B17001_002,704,265,2011
51023,"Botetourt County, Virginia",B17001_002,1960,392,2011
51025,"Brunswick County, Virginia",B17001_002,3686,577,2011
51027,"Buchanan County, Virginia",B17001_002,5547,772,2011
51029,"Buckingham County, Virginia",B17001_002,2536,620,2011
51031,"Campbell County, Virginia",B17001_002,7381,994,2011
51033,"Caroline County, Virginia",B17001_002,2433,504,2011
51035,"Carroll County, Virginia",B17001_002,5268,888,2011
51036,"Charles City County, Virginia",B17001_002,639,156,2011
51037,"Charlotte County, Virginia",B17001_002,2319,478,2011
51041,"Chesterfield County, Virginia",B17001_002,18689,1771,2011
51043,"Clarke County, Virginia",B17001_002,914,232,2011
51045,"Craig County, Virginia",B17001_002,213,142,2011
51047,"Culpeper County, Virginia",B17001_002,3269,743,2011
51049,"Cumberland County, Virginia",B17001_002,1503,390,2011
51051,"Dickenson County, Virginia",B17001_002,3371,554,2011
51053,"Dinwiddie County, Virginia",B17001_002,3342,687,2011
51057,"Essex County, Virginia",B17001_002,1174,275,2011
51059,"Fairfax County, Virginia",B17001_002,58271,3495,2011
51061,"Fauquier County, Virginia",B17001_002,3435,803,2011
51063,"Floyd County, Virginia",B17001_002,1981,512,2011
51065,"Fluvanna County, Virginia",B17001_002,1675,454,2011
51067,"Franklin County, Virginia",B17001_002,7360,945,2011
51069,"Frederick County, Virginia",B17001_002,5993,1054,2011
51071,"Giles County, Virginia",B17001_002,2559,436,2011
51073,"Gloucester County, Virginia",B17001_002,3037,659,2011
51075,"Goochland County, Virginia",B17001_002,958,316,2011
51077,"Grayson County, Virginia",B17001_002,2673,451,2011
51079,"Greene County, Virginia",B17001_002,1322,579,2011
51081,"Greensville County, Virginia",B17001_002,1607,481,2011
51083,"Halifax County, Virginia",B17001_002,6815,959,2011
51085,"Hanover County, Virginia",B17001_002,4821,748,2011
51087,"Henrico County, Virginia",B17001_002,30584,2306,2011
51089,"Henry County, Virginia",B17001_002,10140,975,2011
51091,"Highland County, Virginia",B17001_002,211,82,2011
51093,"Isle of Wight County, Virginia",B17001_002,3310,533,2011
51095,"James City County, Virginia",B17001_002,4615,945,2011
51097,"King and Queen County, Virginia",B17001_002,676,285,2011
51099,"King George County, Virginia",B17001_002,1567,476,2011
51101,"King William County, Virginia",B17001_002,1107,446,2011
51103,"Lancaster County, Virginia",B17001_002,1184,275,2011
51105,"Lee County, Virginia",B17001_002,5397,742,2011
51107,"Loudoun County, Virginia",B17001_002,10398,1469,2011
51109,"Louisa County, Virginia",B17001_002,3098,624,2011
51111,"Lunenburg County, Virginia",B17001_002,2101,383,2011
51113,"Madison County, Virginia",B17001_002,1428,490,2011
51115,"Mathews County, Virginia",B17001_002,714,312,2011
51117,"Mecklenburg County, Virginia",B17001_002,6538,941,2011
51119,"Middlesex County, Virginia",B17001_002,793,280,2011
51121,"Montgomery County, Virginia",B17001_002,19434,1356,2011
51125,"Nelson County, Virginia",B17001_002,1709,480,2011
51127,"New Kent County, Virginia",B17001_002,991,390,2011
51131,"Northampton County, Virginia",B17001_002,2513,405,2011
51133,"Northumberland County, Virginia",B17001_002,1336,419,2011
51135,"Nottoway County, Virginia",B17001_002,2402,524,2011
51137,"Orange County, Virginia",B17001_002,3739,863,2011
51139,"Page County, Virginia",B17001_002,3361,626,2011
51141,"Patrick County, Virginia",B17001_002,2922,722,2011
51143,"Pittsylvania County, Virginia",B17001_002,8938,1020,2011
51145,"Powhatan County, Virginia",B17001_002,1056,320,2011
51147,"Prince Edward County, Virginia",B17001_002,3500,815,2011
51149,"Prince George County, Virginia",B17001_002,1954,515,2011
51153,"Prince William County, Virginia",B17001_002,21469,2246,2011
51155,"Pulaski County, Virginia",B17001_002,5077,861,2011
51157,"Rappahannock County, Virginia",B17001_002,731,259,2011
51159,"Richmond County, Virginia",B17001_002,820,238,2011
51161,"Roanoke County, Virginia",B17001_002,5228,763,2011
51163,"Rockbridge County, Virginia",B17001_002,2623,546,2011
51165,"Rockingham County, Virginia",B17001_002,7328,924,2011
51167,"Russell County, Virginia",B17001_002,5730,724,2011
51169,"Scott County, Virginia",B17001_002,4176,685,2011
51171,"Shenandoah County, Virginia",B17001_002,4744,714,2011
51173,"Smyth County, Virginia",B17001_002,6408,916,2011
51175,"Southampton County, Virginia",B17001_002,2764,519,2011
51177,"Spotsylvania County, Virginia",B17001_002,9250,1299,2011
51179,"Stafford County, Virginia",B17001_002,5473,903,2011
51181,"Surry County, Virginia",B17001_002,596,228,2011
51183,"Sussex County, Virginia",B17001_002,1613,352,2011
51185,"Tazewell County, Virginia",B17001_002,7570,960,2011
51187,"Warren County, Virginia",B17001_002,3214,623,2011
51191,"Washington County, Virginia",B17001_002,7255,804,2011
51193,"Westmoreland County, Virginia",B17001_002,1748,376,2011
51195,"Wise County, Virginia",B17001_002,8349,1011,2011
51197,"Wythe County, Virginia",B17001_002,3644,642,2011
51199,"York County, Virginia",B17001_002,2633,482,2011
51510,"Alexandria city, Virginia",B17001_002,10524,1176,2011
51515,"Bedford city, Virginia",B17001_002,1056,274,2011
51520,"Bristol city, Virginia",B17001_002,3854,623,2011
51530,"Buena Vista city, Virginia",B17001_002,1349,371,2011
51540,"Charlottesville city, Virginia",B17001_002,10441,787,2011
51550,"Chesapeake city, Virginia",B17001_002,15877,1439,2011
51570,"Colonial Heights city, Virginia",B17001_002,1214,359,2011
51580,"Covington city, Virginia",B17001_002,1220,347,2011
51590,"Danville city, Virginia",B17001_002,10726,1058,2011
51595,"Emporia city, Virginia",B17001_002,1618,349,2011
51600,"Fairfax city, Virginia",B17001_002,1293,373,2011
51610,"Falls Church city, Virginia",B17001_002,465,162,2011
51620,"Franklin city, Virginia",B17001_002,1877,422,2011
51630,"Fredericksburg city, Virginia",B17001_002,3471,748,2011
51640,"Galax city, Virginia",B17001_002,1837,515,2011
51650,"Hampton city, Virginia",B17001_002,18674,1754,2011
51660,"Harrisonburg city, Virginia",B17001_002,12767,1067,2011
51670,"Hopewell city, Virginia",B17001_002,4431,715,2011
51678,"Lexington city, Virginia",B17001_002,897,615,2011
51680,"Lynchburg city, Virginia",B17001_002,15472,1293,2011
51683,"Manassas city, Virginia",B17001_002,5060,1204,2011
51685,"Manassas Park city, Virginia",B17001_002,588,254,2011
51690,"Martinsville city, Virginia",B17001_002,3224,425,2011
51700,"Newport News city, Virginia",B17001_002,24980,1677,2011
51710,"Norfolk city, Virginia",B17001_002,37685,1741,2011
51720,"Norton city, Virginia",B17001_002,823,319,2011
51730,"Petersburg city, Virginia",B17001_002,6884,874,2011
51735,"Poquoson city, Virginia",B17001_002,517,194,2011
51740,"Portsmouth city, Virginia",B17001_002,15173,1175,2011
51750,"Radford city, Virginia",B17001_002,4431,628,2011
51760,"Richmond city, Virginia",B17001_002,50825,2370,2011
51770,"Roanoke city, Virginia",B17001_002,19585,1649,2011
51775,"Salem city, Virginia",B17001_002,2152,455,2011
51790,"Staunton city, Virginia",B17001_002,3505,632,2011
51800,"Suffolk city, Virginia",B17001_002,9368,1170,2011
51810,"Virginia Beach city, Virginia",B17001_002,30321,2151,2011
51820,"Waynesboro city, Virginia",B17001_002,4130,572,2011
51830,"Williamsburg city, Virginia",B17001_002,1392,363,2011
51840,"Winchester city, Virginia",B17001_002,4695,860,2011
51001,"Accomack County, Virginia",B17001_002,6678,958,2012
51003,"Albemarle County, Virginia",B17001_002,8321,1021,2012
51005,"Alleghany County, Virginia",B17001_002,1671,380,2012
51007,"Amelia County, Virginia",B17001_002,1272,382,2012
51009,"Amherst County, Virginia",B17001_002,3637,596,2012
51011,"Appomattox County, Virginia",B17001_002,2425,540,2012
51013,"Arlington County, Virginia",B17001_002,14935,1472,2012
51015,"Augusta County, Virginia",B17001_002,6476,949,2012
51017,"Bath County, Virginia",B17001_002,648,340,2012
51019,"Bedford County, Virginia",B17001_002,6017,818,2012
51021,"Bland County, Virginia",B17001_002,851,283,2012
51023,"Botetourt County, Virginia",B17001_002,2184,449,2012
51025,"Brunswick County, Virginia",B17001_002,3950,673,2012
51027,"Buchanan County, Virginia",B17001_002,5756,813,2012
51029,"Buckingham County, Virginia",B17001_002,3148,688,2012
51031,"Campbell County, Virginia",B17001_002,7365,1049,2012
51033,"Caroline County, Virginia",B17001_002,2737,670,2012
51035,"Carroll County, Virginia",B17001_002,5633,771,2012
51036,"Charles City County, Virginia",B17001_002,824,163,2012
51037,"Charlotte County, Virginia",B17001_002,2058,436,2012
51041,"Chesterfield County, Virginia",B17001_002,19926,1604,2012
51043,"Clarke County, Virginia",B17001_002,1091,314,2012
51045,"Craig County, Virginia",B17001_002,427,247,2012
51047,"Culpeper County, Virginia",B17001_002,3784,734,2012
51049,"Cumberland County, Virginia",B17001_002,1433,413,2012
51051,"Dickenson County, Virginia",B17001_002,3202,510,2012
51053,"Dinwiddie County, Virginia",B17001_002,3523,652,2012
51057,"Essex County, Virginia",B17001_002,1399,346,2012
51059,"Fairfax County, Virginia",B17001_002,59822,3343,2012
51061,"Fauquier County, Virginia",B17001_002,3436,633,2012
51063,"Floyd County, Virginia",B17001_002,1940,472,2012
51065,"Fluvanna County, Virginia",B17001_002,1632,408,2012
51067,"Franklin County, Virginia",B17001_002,7828,1057,2012
51069,"Frederick County, Virginia",B17001_002,5654,748,2012
51071,"Giles County, Virginia",B17001_002,2396,499,2012
51073,"Gloucester County, Virginia",B17001_002,3321,688,2012
51075,"Goochland County, Virginia",B17001_002,924,290,2012
51077,"Grayson County, Virginia",B17001_002,2881,504,2012
51079,"Greene County, Virginia",B17001_002,1487,477,2012
51081,"Greensville County, Virginia",B17001_002,1811,484,2012
51083,"Halifax County, Virginia",B17001_002,7179,676,2012
51085,"Hanover County, Virginia",B17001_002,4926,704,2012
51087,"Henrico County, Virginia",B17001_002,31804,1903,2012
51089,"Henry County, Virginia",B17001_002,9332,905,2012
51091,"Highland County, Virginia",B17001_002,249,123,2012
51093,"Isle of Wight County, Virginia",B17001_002,3697,573,2012
51095,"James City County, Virginia",B17001_002,5760,885,2012
51097,"King and Queen County, Virginia",B17001_002,564,256,2012
51099,"King George County, Virginia",B17001_002,1302,427,2012
51101,"King William County, Virginia",B17001_002,1238,425,2012
51103,"Lancaster County, Virginia",B17001_002,1103,285,2012
51105,"Lee County, Virginia",B17001_002,5776,855,2012
51107,"Loudoun County, Virginia",B17001_002,11055,1229,2012
51109,"Louisa County, Virginia",B17001_002,3276,664,2012
51111,"Lunenburg County, Virginia",B17001_002,2537,468,2012
51113,"Madison County, Virginia",B17001_002,1660,486,2012
51115,"Mathews County, Virginia",B17001_002,765,354,2012
51117,"Mecklenburg County, Virginia",B17001_002,6515,711,2012
51119,"Middlesex County, Virginia",B17001_002,859,239,2012
51121,"Montgomery County, Virginia",B17001_002,20376,1350,2012
51125,"Nelson County, Virginia",B17001_002,1694,449,2012
51127,"New Kent County, Virginia",B17001_002,1058,337,2012
51131,"Northampton County, Virginia",B17001_002,2723,468,2012
51133,"Northumberland County, Virginia",B17001_002,1144,357,2012
51135,"Nottoway County, Virginia",B17001_002,2512,537,2012
51137,"Orange County, Virginia",B17001_002,3653,867,2012
51139,"Page County, Virginia",B17001_002,3520,659,2012
51141,"Patrick County, Virginia",B17001_002,3098,772,2012
51143,"Pittsylvania County, Virginia",B17001_002,9449,1066,2012
51145,"Powhatan County, Virginia",B17001_002,1079,272,2012
51147,"Prince Edward County, Virginia",B17001_002,3591,797,2012
51149,"Prince George County, Virginia",B17001_002,1872,518,2012
51153,"Prince William County, Virginia",B17001_002,24811,2310,2012
51155,"Pulaski County, Virginia",B17001_002,4953,644,2012
51157,"Rappahannock County, Virginia",B17001_002,782,236,2012
51159,"Richmond County, Virginia",B17001_002,1055,248,2012
51161,"Roanoke County, Virginia",B17001_002,5642,799,2012
51163,"Rockbridge County, Virginia",B17001_002,2659,538,2012
51165,"Rockingham County, Virginia",B17001_002,7973,838,2012
51167,"Russell County, Virginia",B17001_002,5805,711,2012
51169,"Scott County, Virginia",B17001_002,4373,626,2012
51171,"Shenandoah County, Virginia",B17001_002,5056,642,2012
51173,"Smyth County, Virginia",B17001_002,6338,820,2012
51175,"Southampton County, Virginia",B17001_002,2977,487,2012
51177,"Spotsylvania County, Virginia",B17001_002,9653,1134,2012
51179,"Stafford County, Virginia",B17001_002,6122,904,2012
51181,"Surry County, Virginia",B17001_002,629,187,2012
51183,"Sussex County, Virginia",B17001_002,1461,274,2012
51185,"Tazewell County, Virginia",B17001_002,7878,943,2012
51187,"Warren County, Virginia",B17001_002,3602,736,2012
51191,"Washington County, Virginia",B17001_002,6593,922,2012
51193,"Westmoreland County, Virginia",B17001_002,2301,455,2012
51195,"Wise County, Virginia",B17001_002,9274,1000,2012
51197,"Wythe County, Virginia",B17001_002,3981,784,2012
51199,"York County, Virginia",B17001_002,3454,575,2012
51510,"Alexandria city, Virginia",B17001_002,11102,1211,2012
51515,"Bedford city, Virginia",B17001_002,1243,389,2012
51520,"Bristol city, Virginia",B17001_002,3873,603,2012
51530,"Buena Vista city, Virginia",B17001_002,1247,371,2012
51540,"Charlottesville city, Virginia",B17001_002,10946,663,2012
51550,"Chesapeake city, Virginia",B17001_002,18002,1625,2012
51570,"Colonial Heights city, Virginia",B17001_002,1251,331,2012
51580,"Covington city, Virginia",B17001_002,1241,322,2012
51590,"Danville city, Virginia",B17001_002,10888,830,2012
51595,"Emporia city, Virginia",B17001_002,1841,363,2012
51600,"Fairfax city, Virginia",B17001_002,1332,316,2012
51610,"Falls Church city, Virginia",B17001_002,506,207,2012
51620,"Franklin city, Virginia",B17001_002,1944,372,2012
51630,"Fredericksburg city, Virginia",B17001_002,3852,678,2012
51640,"Galax city, Virginia",B17001_002,1895,438,2012
51650,"Hampton city, Virginia",B17001_002,19474,1585,2012
51660,"Harrisonburg city, Virginia",B17001_002,14467,1145,2012
51670,"Hopewell city, Virginia",B17001_002,4323,710,2012
51678,"Lexington city, Virginia",B17001_002,829,728,2012
51680,"Lynchburg city, Virginia",B17001_002,16313,1284,2012
51683,"Manassas city, Virginia",B17001_002,4792,1063,2012
51685,"Manassas Park city, Virginia",B17001_002,783,319,2012
51690,"Martinsville city, Virginia",B17001_002,3735,533,2012
51700,"Newport News city, Virginia",B17001_002,25090,1703,2012
51710,"Norfolk city, Virginia",B17001_002,40416,1893,2012
51720,"Norton city, Virginia",B17001_002,808,315,2012
51730,"Petersburg city, Virginia",B17001_002,7840,981,2012
51735,"Poquoson city, Virginia",B17001_002,492,208,2012
51740,"Portsmouth city, Virginia",B17001_002,16002,1348,2012
51750,"Radford city, Virginia",B17001_002,4716,689,2012
51760,"Richmond city, Virginia",B17001_002,52260,2158,2012
51770,"Roanoke city, Virginia",B17001_002,19961,1640,2012
51775,"Salem city, Virginia",B17001_002,2867,591,2012
51790,"Staunton city, Virginia",B17001_002,3444,547,2012
51800,"Suffolk city, Virginia",B17001_002,9670,1241,2012
51810,"Virginia Beach city, Virginia",B17001_002,31634,2232,2012
51820,"Waynesboro city, Virginia",B17001_002,3816,618,2012
51830,"Williamsburg city, Virginia",B17001_002,1730,345,2012
51840,"Winchester city, Virginia",B17001_002,5166,744,2012
51001,"Accomack County, Virginia",B17001_002,6725,944,2013
51003,"Albemarle County, Virginia",B17001_002,9552,1051,2013
51005,"Alleghany County, Virginia",B17001_002,2014,431,2013
51007,"Amelia County, Virginia",B17001_002,1051,297,2013
51009,"Amherst County, Virginia",B17001_002,3555,577,2013
51011,"Appomattox County, Virginia",B17001_002,2632,509,2013
51013,"Arlington County, Virginia",B17001_002,16899,1416,2013
51015,"Augusta County, Virginia",B17001_002,6639,857,2013
51017,"Bath County, Virginia",B17001_002,759,412,2013
51019,"Bedford County, Virginia",B17001_002,5675,729,2013
51021,"Bland County, Virginia",B17001_002,969,348,2013
51023,"Botetourt County, Virginia",B17001_002,2522,562,2013
51025,"Brunswick County, Virginia",B17001_002,3548,679,2013
51027,"Buchanan County, Virginia",B17001_002,5924,783,2013
51029,"Buckingham County, Virginia",B17001_002,3124,591,2013
51031,"Campbell County, Virginia",B17001_002,7974,1273,2013
51033,"Caroline County, Virginia",B17001_002,3444,697,2013
51035,"Carroll County, Virginia",B17001_002,5411,717,2013
51036,"Charles City County, Virginia",B17001_002,850,139,2013
51037,"Charlotte County, Virginia",B17001_002,2200,382,2013
51041,"Chesterfield County, Virginia",B17001_002,21240,1715,2013
51043,"Clarke County, Virginia",B17001_002,926,260,2013
51045,"Craig County, Virginia",B17001_002,449,223,2013
51047,"Culpeper County, Virginia",B17001_002,4168,733,2013
51049,"Cumberland County, Virginia",B17001_002,1611,443,2013
51051,"Dickenson County, Virginia",B17001_002,3243,455,2013
51053,"Dinwiddie County, Virginia",B17001_002,3610,627,2013
51057,"Essex County, Virginia",B17001_002,1233,286,2013
51059,"Fairfax County, Virginia",B17001_002,64274,3577,2013
51061,"Fauquier County, Virginia",B17001_002,3639,651,2013
51063,"Floyd County, Virginia",B17001_002,1935,548,2013
51065,"Fluvanna County, Virginia",B17001_002,1733,430,2013
51067,"Franklin County, Virginia",B17001_002,7626,1058,2013
51069,"Frederick County, Virginia",B17001_002,5547,956,2013
51071,"Giles County, Virginia",B17001_002,2255,389,2013
51073,"Gloucester County, Virginia",B17001_002,3360,767,2013
51075,"Goochland County, Virginia",B17001_002,1081,326,2013
51077,"Grayson County, Virginia",B17001_002,2884,432,2013
51079,"Greene County, Virginia",B17001_002,2212,544,2013
51081,"Greensville County, Virginia",B17001_002,1815,534,2013
51083,"Halifax County, Virginia",B17001_002,7488,770,2013
51085,"Hanover County, Virginia",B17001_002,5019,825,2013
51087,"Henrico County, Virginia",B17001_002,32877,2402,2013
51089,"Henry County, Virginia",B17001_002,9037,916,2013
51091,"Highland County, Virginia",B17001_002,231,108,2013
51093,"Isle of Wight County, Virginia",B17001_002,4219,603,2013
51095,"James City County, Virginia",B17001_002,5846,993,2013
51097,"King and Queen County, Virginia",B17001_002,649,269,2013
51099,"King George County, Virginia",B17001_002,1700,489,2013
51101,"King William County, Virginia",B17001_002,1508,480,2013
51103,"Lancaster County, Virginia",B17001_002,1304,301,2013
51105,"Lee County, Virginia",B17001_002,6414,784,2013
51107,"Loudoun County, Virginia",B17001_002,11789,1327,2013
51109,"Louisa County, Virginia",B17001_002,3435,668,2013
51111,"Lunenburg County, Virginia",B17001_002,2550,446,2013
51113,"Madison County, Virginia",B17001_002,1745,529,2013
51115,"Mathews County, Virginia",B17001_002,895,349,2013
51117,"Mecklenburg County, Virginia",B17001_002,6014,811,2013
51119,"Middlesex County, Virginia",B17001_002,986,242,2013
51121,"Montgomery County, Virginia",B17001_002,20831,1388,2013
